A,BundeslandId,Altersgruppe,AnzFallM,AnzFallW,AnzTodesfallM,AnzTodesfallW,AnzFall100kM,AnzFall100kW,AnzTodesfall100kM,AnzTodesfall100kW,ObjectId
8135,8,A80+,194,411,40,95,4956.6,6603.5,1022,1526.3,1484
8136,8,A00-A04,336,270,0,0,4379.6,3664.5,0,0,1485
8136,8,A05-A14,1377,1166,0,0,9207,8213,0,0,1486
8136,8,A15-A34,3853,3602,3,2,9973.6,10237.9,7.8,5.7,1487
8136,8,A35-A59,4451,4629,19,10,8130.7,8727.4,34.7,18.9,1488
8136,8,A60-A79,1615,1543,97,50,4993.7,4425,299.9,143.4,1489
8136,8,A80+,451,815,132,139,5480,6239.5,1603.9,1064.2,1490
8211,8,A00-A04,63,54,0,0,5126.1,4716.2,0,0,1491
8211,8,A05-A14,216,186,0,0,9187.6,9051.1,0,0,1492
8237,8,A60-A79,545,520,31,21,4358.6,3968.3,247.9,160.3,1493
8237,8,A80+,169,347,53,56,5418.4,6813.3,1699.3,1099.5,1494
8311,8,A00-A04,199,193,0,0,3378.6,3431.1,0,0,1495
8311,8,A05-A14,731,659,0,0,7305.6,6861.7,0,0,1496
8311,8,A15-A34,2349,2498,0,0,6674.6,6352,0,0,1497
8311,8,A35-A59,1935,2059,6,2,5326.3,5567.9,16.5,5.4,1498
8311,8,A60-A79,631,657,40,19,3492,3111.8,221.4,90,1499
8311,8,A80+,198,316,53,63,4164.9,3925.5,1114.9,782.6,1500
8315,8,A00-A04,203,191,0,0,2972.6,3006.5,0,0,1501
8315,8,A05-A14,749,715,0,0,5806.2,5826.3,0,0,1502
8315,8,A15-A34,2065,1882,1,0,6871.9,6892.3,3.3,0,1503
8315,8,A35-A59,2516,2541,8,3,5627.8,5527.3,17.9,6.5,1504
8315,8,A60-A79,952,888,40,16,3355.9,2855.3,141,51.4,1505
8315,8,A80+,264,450,52,85,3399.4,4002.1,669.6,756,1506
8316,8,A00-A04,163,153,0,0,3811.1,3735.4,0,0,1507
8316,8,A05-A14,560,546,0,0,6937.6,7168.2,0,0,1508
8316,8,A15-A34,1376,1391,0,1,7219.3,8125.5,0,5.8,1509
8316,8,A35-A59,1680,1814,3,4,5783.9,6190.7,10.3,13.7,1510
8316,8,A60-A79,662,648,27,17,3749.4,3352,152.9,87.9,1511
8316,8,A80+,206,322,58,70,4589,4738.1,1292,1030,1512
8317,8,A00-A04,376,374,0,0,3433.8,3583.7,0,0,1513
8317,8,A05-A14,1753,1665,0,0,8389.2,8312.5,0,0,1514
8317,8,A15-A34,4423,4344,2,0,8567.7,9391,3.9,0,1515
8317,8,A35-A59,5583,6048,25,8,7411.6,8258.1,33.2,10.9,1516
8317,8,A60-A79,2195,2179,111,57,4859,4517.7,245.7,118.2,1517
8317,8,A80+,695,1381,182,246,5829.6,7467.3,1526.6,1330.2,1518
8325,8,A00-A04,158,146,0,0,4278.4,4197.8,0,0,1519
8325,8,A05-A14,584,531,0,0,8440.5,8230,0,0,1520
8325,8,A15-A34,1991,1862,0,1,12054.2,12382.8,0,6.7,1521
8325,8,A35-A59,2267,2433,4,4,9272.7,10312.4,16.4,17,1522
8325,8,A60-A79,895,858,35,15,6135.2,5536.6,239.9,96.8,1523
8325,8,A80+,292,445,61,69,7418.7,7406.8,1549.8,1148.5,1524
9174,9,A35-A59,2558,2448,5,3,8849.1,8608.8,17.3,10.6,1525
9174,9,A60-A79,684,677,26,20,4755,4370.8,180.7,129.1,1526
9174,9,A80+,192,393,52,52,5185,7131.2,1404.3,943.6,1527
9175,9,A00-A04,201,192,0,0,5256.3,5324.5,0,0,1528
9175,9,A05-A14,721,676,0,0,9287.6,9281.9,0,0,1529
9175,9,A15-A34,1863,1631,0,0,11087.3,10904.6,0,0,1530
9175,9,A35-A59,2160,2110,7,1,8014.5,7888.4,26,3.7,1531
9175,9,A60-A79,662,652,33,21,5101.3,4609.4,254.3,148.5,1532
9175,9,A80+,220,385,55,76,5898.1,7258.7,1474.5,1432.9,1533
9176,9,A00-A04,176,161,0,0,4569.1,4242.4,0,0,1534
9176,9,A05-A14,581,479,0,0,8308.3,7343.2,0,0,1535
9176,9,A15-A34,1511,1318,0,0,9174.8,8809.6,0,0,1536
9176,9,A35-A59,1651,1627,3,2,6750.6,7073.6,12.3,8.7,1537
9176,9,A60-A79,507,489,24,6,4011.4,3804.3,189.9,46.7,1538
9176,9,A80+,162,261,39,37,5288.9,5721.2,1273.3,811,1539
9177,9,A00-A04,137,134,0,0,3719.8,3894.2,0,0,1540
9177,9,A05-A14,614,627,0,0,8730.3,9563.8,0,0,1541
9177,9,A15-A34,2063,1893,0,0,12279.8,12132.3,0,0,1542
9177,9,A35-A59,2304,2343,4,0,8598.6,9059.6,14.9,0,1543
9177,9,A60-A79,757,684,26,13,5984.2,5203.1,205.5,98.9,1544
9177,9,A80+,204,403,36,54,6838.8,9287.9,1206.8,1244.5,1545
9178,9,A00-A04,144,174,0,0,3017,3869.2,0,0,1546
9178,9,A05-A14,756,677,0,0,8501.1,8179.3,0,0,1547
9178,9,A15-A34,2378,2007,1,0,9550.2,9154.8,4,0,1548
9178,9,A35-A59,2710,2505,6,2,7834.4,7795.5,17.3,6.2,1549
9178,9,A60-A79,744,665,39,10,4834,4134.5,253.4,62.2,1550
9178,9,A80+,194,291,46,46,5375.5,5552.4,1274.6,877.7,1551
8326,8,A05-A14,989,912,0,0,9936.7,9519.8,0,0,1552
8326,8,A15-A34,2767,2509,1,1,10745.2,10899.7,3.9,4.3,1553
8326,8,A35-A59,3051,3367,8,4,8575,9629.9,22.5,11.4,1554
8326,8,A60-A79,1106,1122,38,30,4941.5,4560.4,169.8,121.9,1555
8326,8,A80+,385,643,83,75,5935.9,6440.9,1279.7,751.3,1556
8327,8,A00-A04,102,94,0,0,2634.3,2474.3,0,0,1557
8327,8,A05-A14,586,530,0,0,8031.8,7539.1,0,0,1558
8327,8,A15-A34,1839,1774,0,0,10217.8,11194.5,0,0,1559
8327,8,A35-A59,2235,2311,8,2,9038.3,9879,32.4,8.5,1560
8327,8,A60-A79,702,753,23,21,5152.3,5133.6,168.8,143.2,1561
8327,8,A80+,224,403,56,57,5879.3,7175.9,1469.8,1015,1562
8335,8,A00-A04,153,136,0,0,2173.6,2049.4,0,0,1563
8335,8,A05-A14,783,747,0,1,5975.7,5905.1,0,7.9,1564
8335,8,A15-A34,2811,2739,0,0,7670.5,7822.8,0,0,1565
8335,8,A35-A59,3030,3408,8,7,6512.9,6975.9,17.2,14.3,1566
8335,8,A60-A79,1046,1071,62,24,3713.4,3373.3,220.1,75.6,1567
8335,8,A80+,358,691,100,111,4448.9,5551.5,1242.7,891.8,1568
8336,8,A00-A04,201,149,0,0,3476.3,2676.5,0,0,1569
8336,8,A05-A14,738,704,0,0,6421.3,6432.7,0,0,1570
8336,8,A15-A34,2073,2147,0,1,7946.2,8838.3,0,4.1,1571
8336,8,A35-A59,2607,2983,13,5,6589.3,7287.7,32.9,12.2,1572
8336,8,A60-A79,976,965,77,41,4229,3810.6,333.6,161.9,1573
8336,8,A80+,331,555,95,94,5284.2,5834.1,1516.6,988.1,1574
8337,8,A00-A04,137,116,1,0,3284.6,2903.6,24,0,1575
8337,8,A05-A14,566,566,0,0,6479.7,6826.7,0,0,1576
8337,8,A15-A34,1647,1579,0,0,8290.1,8744,0,0,1577
8337,8,A35-A59,1946,2039,6,3,6648.4,6989.6,20.5,10.3,1578
8337,8,A60-A79,744,742,42,20,4097.4,3789.2,231.3,102.1,1579
8337,8,A80+,215,397,70,89,4498.8,5545.5,1464.7,1243.2,1580
8415,8,A00-A04,246,251,0,0,3278.7,3576.5,0,0,1581
8415,8,A05-A14,1301,1127,0,0,9353,8578.8,0,0,1582
8415,8,A15-A34,3461,3198,0,0,10050.5,10183.7,0,0,1583
8415,8,A35-A59,4026,4297,6,1,8034.6,8667.7,12,2,1584
8415,8,A60-A79,1321,1279,58,23,4625.7,4066.8,203.1,73.1,1585
8415,8,A80+,414,744,111,117,5138.4,6028.2,1377.7,948,1586
8416,8,A00-A04,246,247,0,0,4116.5,4474.6,0,0,1587
8416,8,A05-A14,834,775,0,0,7946.6,7652.1,0,0,1588
8416,8,A15-A34,2244,2285,0,3,6953,6771.2,0,8.9,1589
8416,8,A35-A59,2311,2604,5,1,6252.9,6991.9,13.5,2.7,1590
8416,8,A60-A79,863,889,24,15,4177,3955.7,116.2,66.7,1591
8416,8,A80+,262,505,56,95,5224.3,6328.3,1116.7,1190.5,1592
8417,8,A00-A04,127,137,0,0,2796.1,3105.2,0,0,1593
8417,8,A05-A14,695,625,0,0,7980.3,7534.7,0,0,1594
8417,8,A15-A34,2281,2122,0,1,10208.6,10750.8,0,5.1,1595
8417,8,A35-A59,2623,2739,9,3,7982.6,8487.2,27.4,9.3,1596
8417,8,A60-A79,1043,999,36,22,5144,4538,177.5,99.9,1597
8417,8,A80+,316,502,65,53,5799.2,5607.7,1192.9,592,1598
8421,8,A00-A04,125,106,0,0,3997.4,3652.7,0,0,1599
8421,8,A05-A14,534,476,0,0,9319.4,8634.1,0,0,1600
9272,9,A60-A79,740,711,44,17,7745.4,7364.8,460.5,176.1,1601
9272,9,A80+,174,307,39,37,8992.2,9414.3,2015.5,1134.6,1602
9273,9,A00-A04,125,109,0,0,3853.3,3520.7,0,0,1603
9273,9,A05-A14,562,461,0,0,9180,8080.6,0,0,1604
9273,9,A15-A34,1574,1347,0,0,10273.5,9879,0,0,1605
9273,9,A35-A59,1824,1798,4,5,8015.5,8400.3,17.6,23.4,1606
9273,9,A60-A79,644,558,31,11,5271.8,4381.6,253.8,86.4,1607
9273,9,A80+,157,303,29,41,5647.5,6924.1,1043.2,936.9,1608
9274,9,A00-A04,190,216,0,0,4433,5321.5,0,0,1609
9274,9,A05-A14,838,801,0,0,10322.7,10425.6,0,0,1610
9274,9,A15-A34,2238,2030,0,0,11798.8,11982.1,0,0,1611
9274,9,A35-A59,2710,2738,1,3,8978.6,9479.6,3.3,10.4,1612
9274,9,A60-A79,1014,945,36,19,6182.2,5645.8,219.5,113.5,1613
9274,9,A80+,267,449,57,69,7495.8,8365.9,1600.2,1285.6,1614
9362,9,A00-A04,190,165,0,0,5285.1,4850.1,0,0,1615
9275,9,A00-A04,256,210,0,0,5989.7,5038.4,0,0,1616
9275,9,A05-A14,1192,1038,0,0,13839.5,12759.7,0,0,1617
9275,9,A15-A34,3010,2972,1,0,13799.1,15025.3,4.6,0,1618
9275,9,A35-A59,4068,4207,9,6,11954.5,12582.6,26.4,17.9,1619
9275,9,A60-A79,1817,1721,74,39,8138.9,7238.1,331.5,164,1620
9275,9,A80+,541,948,125,145,10938.1,11619.1,2527.3,1777.2,1621
9276,9,A00-A04,113,95,0,0,6573.6,5601.4,0,0,1622
9276,9,A05-A14,489,396,0,0,14352.8,13147.4,0,0,1623
9276,9,A15-A34,1479,1372,0,0,16614.2,17290.5,0,0,1624
9276,9,A35-A59,1667,1732,5,2,12471,13151.1,37.4,15.2,1625
9276,9,A60-A79,651,615,28,16,7043.9,6443.8,303,167.6,1626
9276,9,A80+,189,409,60,76,9916.1,11983.6,3148,2226.8,1627
9277,9,A00-A04,143,142,0,0,4839.3,5380.8,0,0,1628
9277,9,A05-A14,694,664,0,0,12579.3,12662.1,0,0,1629
9277,9,A15-A34,2304,2156,0,0,15856.8,16505.9,0,0,1630
9277,9,A35-A59,2604,2787,3,0,12087.5,13543.6,13.9,0,1631
9277,9,A60-A79,1027,1057,47,22,7756.2,7474.7,355,155.6,1632
9277,9,A80+,325,587,72,88,10077.5,11453.7,2232.6,1717.1,1633
9278,9,A00-A04,116,104,0,0,4367.5,4269.3,0,0,1634
9278,9,A05-A14,577,597,0,0,12061,12756.4,0,0,1635
9278,9,A15-A34,1497,1347,0,0,12668.2,12720.7,0,0,1636
9278,9,A35-A59,1866,1881,4,1,10016.6,10408.9,21.5,5.5,1637
9278,9,A60-A79,602,591,27,12,5545.3,5285.3,248.7,107.3,1638
9278,9,A80+,177,394,43,69,7722.5,10498.3,1876.1,1838.5,1639
9279,9,A00-A04,143,135,0,0,5763.8,5681.8,0,0,1640
9279,9,A05-A14,653,593,0,0,14443.7,14142.6,0,0,1641
9279,9,A15-A34,1889,1683,0,0,15364,15963.2,0,0,1642
9279,9,A35-A59,2211,2239,7,4,12207.4,13492,38.6,24.1,1643
9279,9,A60-A79,641,629,27,17,6361,6096.7,267.9,164.8,1644
9279,9,A80+,169,265,36,40,7491.1,7619.3,1595.7,1150.1,1645
9361,9,A00-A04,29,30,0,0,3152.2,3218.9,0,0,1646
9361,9,A05-A14,136,124,0,0,7692.3,7474.4,0,0,1647
9361,9,A15-A34,470,410,0,0,8872.9,9188.7,0,0,1648
9361,9,A35-A59,521,539,0,1,7358.8,7926.5,0,14.7,1649
9361,9,A60-A79,175,208,9,2,3896.7,4010.8,200.4,38.6,1650
9361,9,A80+,66,98,12,10,5495.4,4344,999.2,443.3,1651
9564,9,A00-A04,656,622,0,0,5062.9,5039.7,0,0,1652
9474,9,A60-A79,546,534,22,13,4265.3,4032.6,171.9,98.2,1653
9377,9,A15-A34,794,751,1,0,9868.3,10598.4,12.4,0,1654
9675,9,A60-A79,365,353,21,5,3697.7,3514.2,212.7,49.8,1655
9577,9,A15-A34,1194,1136,0,0,10853.6,11562.3,0,0,1656
9474,9,A80+,140,245,34,49,4693.3,5249.6,1139.8,1049.9,1657
9475,9,A00-A04,151,141,0,0,7735.7,7476.1,0,0,1658
9475,9,A05-A14,389,411,0,0,10272,11177.6,0,0,1659
9675,9,A80+,109,161,28,33,4515.3,4162.4,1159.9,853.2,1660
9475,9,A15-A34,949,1070,0,0,9991.6,12355.7,0,0,1661
9771,9,A00-A04,118,112,0,0,3190.9,3188.2,0,0,1662
9362,9,A05-A14,706,680,0,0,11737.3,11649.8,0,0,1663
9676,9,A00-A04,137,116,0,0,4520,3900.5,0,0,1664
9377,9,A35-A59,1147,1326,10,3,9029.4,10775.2,78.7,24.4,1665
9564,9,A05-A14,2799,2519,0,0,12194.5,11714.1,0,0,1666
9475,9,A35-A59,1474,1657,3,2,9040.2,10198.8,18.4,12.3,1667
9362,9,A15-A34,2442,2351,0,0,9929.3,9686.5,0,0,1668
9771,9,A05-A14,570,481,0,0,8507.5,7411.4,0,0,1669
9577,9,A35-A59,1334,1369,3,5,8033.7,8557.3,18.1,31.3,1670
9676,9,A05-A14,482,471,0,0,8096.8,8395.7,0,0,1671
9377,9,A60-A79,581,578,55,29,6964.8,6592.2,659.3,330.7,1672
9564,9,A15-A34,8219,7815,3,2,11911.8,11848.6,4.3,3,1673
9475,9,A60-A79,742,689,32,13,6439.3,5552.4,277.7,104.8,1674
9362,9,A35-A59,1892,2029,4,3,7638,8147.6,16.1,12,1675
9771,9,A15-A34,1397,1285,0,0,9164.9,9166.1,0,0,1676
9577,9,A60-A79,536,509,26,21,5134.1,4580.2,249,189,1677
9676,9,A15-A34,1213,1233,0,0,8419.5,9446.1,0,0,1678
9377,9,A80+,218,411,73,97,10894.6,12279.7,3648.2,2898.1,1679
9564,9,A35-A59,8576,9120,29,10,9733.6,10397.3,32.9,11.4,1680
9475,9,A80+,235,384,61,61,7228.5,7208.6,1876.3,1145.1,1681
9362,9,A60-A79,550,565,19,17,4642.1,3972.7,160.4,119.5,1682
9771,9,A35-A59,1756,1642,5,2,7142.6,6814.7,20.3,8.3,1683
9577,9,A80+,162,267,39,34,6127.1,6272,1475,798.7,1684
9676,9,A35-A59,1631,1720,6,2,7148.8,7515.8,26.3,8.7,1685
9461,9,A00-A04,93,76,0,0,5008.1,4241.1,0,0,1686
9564,9,A60-A79,2967,3046,178,117,6461.8,5604.2,387.7,215.3,1687
9476,9,A00-A04,74,92,0,0,5943.8,7876.7,0,0,1688
9362,9,A80+,173,369,38,40,5426.6,6561.2,1192,711.2,1689
9771,9,A60-A79,566,537,19,7,4131.7,3707.3,138.7,48.3,1690
9661,9,A00-A04,75,61,0,0,4201.7,3735.5,0,0,1691
9676,9,A60-A79,579,544,24,12,4095.3,3688.6,169.8,81.4,1692
9461,9,A05-A14,221,177,0,0,7529.8,6191,0,0,1693
9564,9,A80+,1090,2235,261,403,8445,10236.3,2022.2,1845.7,1694
9476,9,A05-A14,311,280,0,0,12134.2,11124.4,0,0,1695
9363,9,A00-A04,52,48,0,0,5289.9,5333.3,0,0,1696
9771,9,A80+,155,274,37,44,4526.9,5401.1,1080.6,867.3,1697
9661,9,A05-A14,232,224,0,0,7569.3,7634.6,0,0,1698
9676,9,A80+,190,340,39,59,5143.5,6255.7,1055.8,1085.6,1699
9461,9,A15-A34,868,730,1,0,7545.9,6367.8,8.7,0,1700
9565,9,A00-A04,36,39,0,0,3418.8,4016.5,0,0,1701
9565,9,A05-A14,219,194,0,0,11122.4,10526.3,0,0,1702
9565,9,A15-A34,430,432,0,0,9382.5,10051.2,0,0,1703
9565,9,A35-A59,581,621,3,1,7945.8,8466.3,41,13.6,1704
9565,9,A60-A79,210,209,13,11,5055.4,4466.8,313,235.1,1705
9565,9,A80+,75,216,32,57,6805.8,12293.7,2903.8,3244.2,1706
9571,9,A00-A04,152,184,0,0,3190.6,3968.9,0,0,1707
9571,9,A05-A14,693,631,0,0,7880.4,7628.1,0,0,1708
9571,9,A15-A34,2124,1863,0,0,9565,9457.3,0,0,1709
9571,9,A35-A59,2522,2543,11,5,7618.9,7926.8,33.2,15.6,1710
9571,9,A60-A79,994,922,38,16,5106.3,4609.5,195.2,80,1711
9571,9,A80+,310,502,73,67,6523.6,6656.1,1536.2,888.4,1712
9572,9,A00-A04,120,114,0,0,3236.2,3296.7,0,0,1713
9572,9,A05-A14,436,388,0,0,6171.3,5804.9,0,0,1714
9572,9,A15-A34,1126,1046,0,0,7750,7607.8,0,0,1715
9572,9,A35-A59,1516,1517,3,1,6099.6,6078.7,12.1,4,1716
9572,9,A60-A79,566,585,27,12,3804.3,3716.9,181.5,76.2,1717
9572,9,A80+,237,374,43,58,6733,7532.7,1221.6,1168.2,1718
9573,9,A00-A04,134,126,0,0,4380.5,4315.1,0,0,1719
9573,9,A05-A14,444,463,0,0,7974.1,8745.7,0,0,1720
9573,9,A15-A34,1101,1067,0,0,9185,9197.5,0,0,1721
9573,9,A35-A59,1533,1558,5,4,7410.8,7256.3,24.2,18.6,1722
9573,9,A60-A79,593,603,43,26,4552.8,4189.2,330.1,180.6,1723
9573,9,A80+,200,416,59,83,5940,7815.1,1752.3,1559.3,1724
9574,9,A00-A04,155,154,0,0,3675.6,3820.4,0,0,1725
9574,9,A05-A14,590,519,0,0,7316.5,7002.2,0,0,1726
9574,9,A15-A34,1532,1419,0,0,8527.7,8473.7,0,0,1727
9574,9,A35-A59,2097,2189,5,5,6872,7092.4,16.4,16.2,1728
9574,9,A60-A79,800,725,42,15,4306.6,3533.7,226.1,73.1,1729
9574,9,A80+,271,462,63,70,5547.6,6284.9,1289.7,952.3,1730
9575,9,A00-A04,96,81,0,0,3814.1,3341.6,0,0,1731
9575,9,A05-A14,405,288,0,0,8517.4,6492.3,0,0,1732
9575,9,A15-A34,922,918,0,2,7918.9,8864.4,0,19.3,1733
9575,9,A35-A59,1204,1268,3,0,6674.4,7166.7,16.6,0,1734
9575,9,A60-A79,490,497,20,15,4403.7,4335.3,179.7,130.8,1735
9575,9,A80+,164,275,36,41,6130.8,6637.7,1345.8,989.6,1736
9576,9,A00-A04,120,96,0,0,3629.8,3165.2,0,0,1737
9576,9,A05-A14,438,409,0,0,7373.7,7276.3,0,0,1738
9576,9,A15-A34,1330,1250,0,0,9535.4,9660.7,0,0,1739
9576,9,A35-A59,1665,1764,4,3,7262.8,7740.9,17.4,13.2,1740
9576,9,A60-A79,604,546,28,14,4411.7,3773.1,204.5,96.7,1741
9576,9,A80+,188,418,53,80,5659.2,8063.3,1595.4,1543.2,1742
9577,9,A00-A04,70,78,0,0,2920.3,3359.2,0,0,1743
9577,9,A05-A14,502,359,0,0,11406.5,8726.3,0,0,1744
9677,9,A00-A04,74,75,0,0,2540.3,2684.3,0,0,1745
9476,9,A15-A34,784,763,0,0,11534.5,12390.4,0,0,1746
9661,9,A15-A34,847,816,1,1,9483.8,9911.3,11.2,12.1,1747
9677,9,A05-A14,282,250,0,0,5308.7,4880.9,0,0,1748
9461,9,A35-A59,792,775,3,3,6443.2,6336.9,24.4,24.5,1749
9476,9,A35-A59,1191,1256,3,1,9880.5,10747,24.9,8.6,1750
9363,9,A05-A14,159,132,0,0,9347.4,7857.1,0,0,1751
9661,9,A35-A59,854,914,1,4,7060.8,7404.4,8.3,32.4,1752
9772,9,A00-A04,302,295,0,0,4365.4,4434.8,0,0,1753
9677,9,A15-A34,807,772,0,0,5934.3,6350.8,0,0,1754
9461,9,A60-A79,271,280,21,8,4098.6,3544.3,317.6,101.3,1755
9476,9,A60-A79,563,545,20,13,6997.3,6408.7,248.6,152.9,1756
9363,9,A15-A34,560,492,0,0,10374.2,10245.7,0,0,1757
9661,9,A60-A79,338,319,26,7,4888.6,3913.2,376,85.9,1758
9772,9,A05-A14,1211,1176,0,0,9514.5,9814.7,0,0,1759
9677,9,A35-A59,1071,1177,3,3,4848.1,5404.5,13.6,13.8,1760
9461,9,A80+,100,238,20,51,5359.1,7074.9,1071.8,1516.1,1761
9476,9,A80+,191,356,43,32,9165.1,10079.3,2063.3,906,1762
9363,9,A35-A59,589,652,2,1,8500.5,9001.8,28.9,13.8,1763
9661,9,A80+,139,275,41,39,7993.1,9066.9,2357.7,1285.9,1764
9772,9,A15-A34,2749,2658,0,0,9605.5,9961,0,0,1765
9677,9,A60-A79,528,502,31,18,3512,3253.2,206.2,116.6,1766
9462,9,A00-A04,85,79,0,0,5878.3,5493.7,0,0,1767
9477,9,A00-A04,120,98,0,0,8185.5,7169,0,0,1768
9363,9,A60-A79,273,296,18,14,6257.2,5716.5,412.6,270.4,1769
9662,9,A00-A04,98,77,0,0,7424.2,6184.7,0,0,1770
9772,9,A35-A59,3595,3692,4,4,7843.2,8153.4,8.7,8.8,1771
9677,9,A80+,259,483,70,95,6790.8,8142.3,1835.3,1601.5,1772
9462,9,A05-A14,247,207,0,0,9489.1,8168.9,0,0,1773
9477,9,A05-A14,274,237,0,0,9530.4,8678.1,0,0,1774
9363,9,A80+,109,220,24,41,9008.3,10242.1,1983.5,1908.8,1775
9662,9,A05-A14,341,287,0,0,14184.7,12467.4,0,0,1776
9772,9,A60-A79,1213,1209,45,26,4603.6,4258.5,170.8,91.6,1777
9678,9,A00-A04,143,147,0,0,4929.3,5450.5,0,0,1778
9462,9,A15-A34,795,666,0,0,6485.6,6091.6,0,0,1779
9477,9,A15-A34,710,652,0,0,9279.8,9737.2,0,0,1780
9477,9,A35-A59,990,1046,3,0,7852.8,8307.5,23.8,0,1781
9477,9,A60-A79,413,398,23,17,4816.9,4335.5,268.3,185.2,1782
9477,9,A80+,124,259,37,47,6196.9,7020.9,1849.1,1274.1,1783
9478,9,A00-A04,83,82,0,0,5456.9,5963.6,0,0,1784
9478,9,A05-A14,266,243,0,0,9317,8675.5,0,0,1785
9478,9,A15-A34,750,718,0,0,10395,10892,0,0,1786
9478,9,A35-A59,913,966,3,1,7719,8243,25.4,8.5,1787
9478,9,A60-A79,384,395,17,11,5009.1,4868.1,221.8,135.6,1788
9478,9,A80+,126,223,27,35,6759.7,7030.3,1448.5,1103.4,1789
9479,9,A00-A04,83,73,0,0,5300.1,5119.2,0,0,1790
9479,9,A05-A14,297,225,0,0,9993.3,8452.3,0,0,1791
9479,9,A15-A34,803,787,1,0,10919.2,11822.1,13.6,0,1792
9479,9,A35-A59,1127,1211,3,1,9349.6,9961.3,24.9,8.2,1793
9479,9,A60-A79,566,557,47,22,6312,5684.3,524.1,224.5,1794
9479,9,A80+,177,424,50,83,7746.2,10404.9,2188.2,2036.8,1795
9561,9,A00-A04,27,34,0,0,2404.3,3195.5,0,0,1796
9561,9,A05-A14,119,151,0,0,6460.4,8287.6,0,0,1797
9561,9,A15-A34,525,453,0,0,10300.2,9378.9,0,0,1798
9561,9,A35-A59,485,532,2,1,7142.9,7438.5,29.5,14,1799
9561,9,A60-A79,156,192,11,2,3866.2,3921.6,272.6,40.8,1800
9561,9,A80+,65,102,12,17,5845.3,5318,1079.1,886.3,1801
9562,9,A00-A04,96,70,0,0,3498.5,2728,0,0,1802
9562,9,A05-A14,246,242,0,0,4985.8,5204.3,0,0,1803
9562,9,A15-A34,1146,1043,0,0,6236.4,6238,0,0,1804
9562,9,A35-A59,888,971,4,0,4869.2,5410.1,21.9,0,1805
9562,9,A60-A79,300,294,23,6,3340.8,2860.2,256.1,58.4,1806
9562,9,A80+,142,246,33,38,5312.4,5750.4,1234.6,888.3,1807
9563,9,A00-A04,173,151,0,0,5144.2,4606.5,0,0,1808
9563,9,A05-A14,679,602,0,0,11792.3,11534.8,0,0,1809
9563,9,A15-A34,1824,1824,0,0,11246.1,12118,0,0,1810
9563,9,A35-A59,2110,2208,6,4,9065.5,9288.6,25.8,16.8,1811
9563,9,A60-A79,683,684,43,28,5878.8,5083.6,370.1,208.1,1812
9563,9,A80+,187,351,63,97,7181.3,7612.2,2419.4,2103.7,1813
9662,9,A15-A34,815,807,0,0,11614.7,13689.6,0,0,1814
9772,9,A80+,369,695,83,107,5674.3,6980,1276.3,1074.6,1815
9662,9,A35-A59,795,837,5,1,9474.4,10096.5,59.6,12.1,1816
9462,9,A35-A59,800,816,3,3,7216.3,7370.6,27.1,27.1,1817
9773,9,A00-A04,96,73,0,0,3796,3088,0,0,1818
9678,9,A05-A14,487,433,0,0,9121.6,8783,0,0,1819
9662,9,A60-A79,266,316,20,16,4961.8,4825.2,373.1,244.3,1820
9462,9,A60-A79,350,363,21,12,5046.1,4309.1,302.8,142.5,1821
9773,9,A05-A14,400,385,0,0,8581.8,8750,0,0,1822
9371,9,A00-A04,59,49,0,0,2237.4,2038.3,0,0,1823
9678,9,A15-A34,1237,1131,0,0,9457.2,9601,0,0,1824
9662,9,A80+,118,183,30,31,6974,6414.3,1773,1086.6,1825
9462,9,A80+,132,235,43,37,7055.1,6815.5,2298.2,1073.1,1826
9773,9,A15-A34,1279,1102,0,0,10968.2,10546.5,0,0,1827
9371,9,A05-A14,271,267,0,0,6102.2,6232.5,0,0,1828
9678,9,A35-A59,1378,1500,4,2,6801.9,7599.2,19.7,10.1,1829
9663,9,A00-A04,100,114,0,0,3712,4264.9,0,0,1830
9463,9,A00-A04,55,40,0,0,6271.4,4872.1,0,0,1831
9773,9,A35-A59,1337,1403,4,2,7737.3,8432.5,23.1,12,1832
9371,9,A15-A34,943,942,0,0,8032.4,8894.3,0,0,1833
9678,9,A60-A79,572,552,30,12,4363.7,4093.4,228.9,89,1834
9663,9,A05-A14,335,274,0,0,7887.9,6682.9,0,0,1835
9463,9,A05-A14,149,126,0,0,9312.5,8000,0,0,1836
9773,9,A60-A79,460,437,30,15,4510.2,4075.4,294.1,139.9,1837
9371,9,A35-A59,1173,1371,4,1,6376.7,7692.3,21.7,5.6,1838
9678,9,A80+,186,356,42,68,5470.6,7215.2,1235.3,1378.2,1839
9663,9,A15-A34,1620,1594,0,0,7729.7,7224.8,0,0,1840
9463,9,A15-A34,504,486,0,0,9513,10480.9,0,0,1841
9773,9,A80+,119,248,30,70,4889.1,6468.4,1232.5,1825.8,1842
9371,9,A60-A79,611,588,27,11,5279.1,4961.2,233.3,92.8,1843
9679,9,A00-A04,140,140,0,0,3389.8,3509.7,0,0,1844
9663,9,A35-A59,997,1005,6,2,5280.7,5497.5,31.8,10.9,1845
9463,9,A35-A59,514,566,3,0,7837.8,8459.1,45.7,0,1846
9774,9,A00-A04,220,185,0,0,6713.5,5927.6,0,0,1847
9371,9,A80+,213,348,61,70,7465.8,7901.9,2138.1,1589.5,1848
